user_id,date,amount,category,description,account_balance
USER031,2024-03-29,-87.91,shopping,Target,-75445.03
USER031,2024-03-30,-1834.11,rent,Monthly Rent,-77279.14
USER031,2024-03-30,-16.64,food,McDonald's,-77295.79
USER031,2024-03-30,-32.59,entertainment,Spotify,-77328.38
USER032,2024-01-01,-23.45,transport,Car Maintenance,3050.84
USER032,2024-01-01,-48.12,healthcare,Doctor Visit,3002.71
USER032,2024-01-02,-92.13,entertainment,Spotify,2910.59
USER032,2024-01-02,-120.58,healthcare,Doctor Visit,2790.01
USER032,2024-01-03,-27.38,gas,Chevron,2762.63
USER032,2024-01-03,-55.46,gas,BP,2707.17
USER032,2024-01-03,-1313.87,rent,Apartment Rent,1393.3
USER032,2024-01-03,-72.81,gas,Shell Station,1320.48
USER032,2024-01-03,-106.24,transport,Metro Card,1214.24
USER032,2024-01-04,-64.74,healthcare,Doctor Visit,1149.5
USER032,2024-01-04,-30.56,food,McDonald's,1118.94
USER032,2024-01-04,-177.28,utilities,Phone Bill,941.65
USER032,2024-01-05,-22.58,transport,Metro Card,919.07
USER032,2024-01-06,-123.29,healthcare,Doctor Visit,795.78
USER032,2024-01-06,-156.62,utilities,Phone Bill,639.16
USER032,2024-01-07,-927.56,rent,Monthly Rent,-288.4
USER032,2024-01-07,-155.81,utilities,Internet,-444.21
USER032,2024-01-07,-119.15,transport,Metro Card,-563.36
USER032,2024-01-07,-128.81,transport,Metro Card,-692.17
USER032,2024-01-07,-64.48,shopping,Target,-756.65
USER032,2024-01-08,-36.47,gas,Shell Station,-793.12
USER032,2024-01-08,-137.0,shopping,Walmart,-930.12
USER032,2024-01-08,-77.55,utilities,Internet,-1007.67
USER032,2024-01-08,-21.77,gas,Exxon,-1029.44
USER032,2024-01-09,-132.54,shopping,Walmart,-1161.98
USER032,2024-01-09,-180.97,utilities,Electric Bill,-1342.95
USER032,2024-01-10,-31.02,healthcare,Doctor Visit,-1373.97
USER032,2024-01-11,-44.76,gas,BP,-1418.73
USER032,2024-01-11,-16.33,food,Pizza Hut,-1435.06
USER032,2024-01-12,-56.59,healthcare,Doctor Visit,-1491.65
USER032,2024-01-12,-1544.67,rent,Monthly Rent,-3036.32
USER032,2024-01-13,-53.06,gas,Shell Station,-3089.37
USER032,2024-01-14,-31.14,food,McDonald's,-3120.51
USER032,2024-01-14,-64.6,healthcare,Pharmacy,-3185.11
USER032,2024-01-14,-57.83,healthcare,Doctor Visit,-3242.94
USER032,2024-01-14,-66.62,shopping,Amazon,-3309.56
USER032,2024-01-14,-55.85,entertainment,Spotify,-3365.42
USER032,2024-01-15,-127.64,utilities,Electric Bill,-3493.05
USER032,2024-01-15,-32.72,food,Grocery Store,-3525.77
USER032,2024-01-15,-1482.21,rent,Apartment Rent,-5007.98
USER032,2024-01-16,-86.86,shopping,Amazon,-5094.84
USER032,2024-01-16,-182.66,utilities,Internet,-5277.5
USER032,2024-01-16,-123.37,transport,Parking,-5400.87
USER032,2024-01-16,-127.23,shopping,Target,-5528.1
USER032,2024-01-17,-36.95,gas,Shell Station,-5565.05
USER032,2024-01-17,-1031.23,rent,Apartment Rent,-6596.28
USER032,2024-01-17,-95.2,shopping,Walmart,-6691.48
USER032,2024-01-17,-1382.25,rent,Apartment Rent,-8073.73
USER032,2024-01-17,-34.02,healthcare,Doctor Visit,-8107.75
USER032,2024-01-18,-84.73,transport,Parking,-8192.48
USER032,2024-01-18,-116.16,shopping,Target,-8308.64
USER032,2024-01-18,-19.85,food,Pizza Hut,-8328.49
USER032,2024-01-18,-47.18,gas,Chevron,-8375.67
USER032,2024-01-19,-11.88,food,Pizza Hut,-8387.55
USER032,2024-01-19,-14.71,entertainment,Movie Theater,-8402.26
USER032,2024-01-19,-913.59,rent,Apartment Rent,-9315.84
USER032,2024-01-19,-101.46,shopping,Walmart,-9417.3
USER032,2024-01-19,-23.16,food,Grocery Store,-9440.46
USER032,2024-01-20,-42.45,healthcare,Pharmacy,-9482.91
USER032,2024-01-20,-57.56,gas,Exxon,-9540.47
USER032,2024-01-20,-1028.89,rent,Apartment Rent,-10569.35
USER032,2024-01-20,-55.31,gas,Shell Station,-10624.67
USER032,2024-01-20,-80.84,shopping,Amazon,-10705.51
USER032,2024-01-21,-20.02,food,Grocery Store,-10725.53
USER032,2024-01-21,-37.96,gas,Exxon,-10763.48
USER032,2024-01-21,-29.33,gas,BP,-10792.81
USER032,2024-01-22,-76.8,shopping,Amazon,-10869.61
USER032,2024-01-23,-45.58,food,McDonald's,-10915.19
USER032,2024-01-23,-85.55,shopping,Walmart,-11000.73
USER032,2024-01-23,-89.61,entertainment,Netflix,-11090.34
USER032,2024-01-23,-64.87,gas,BP,-11155.21
USER032,2024-01-23,-63.55,gas,Shell Station,-11218.76
USER032,2024-01-24,-95.28,transport,Car Maintenance,-11314.04
USER032,2024-01-25,-151.79,utilities,Electric Bill,-11465.83
USER032,2024-01-25,-88.37,shopping,Amazon,-11554.2
USER032,2024-01-26,-38.74,food,Starbucks,-11592.94
USER032,2024-01-26,-177.96,utilities,Electric Bill,-11770.9
USER032,2024-01-26,-1259.73,rent,Monthly Rent,-13030.63
USER032,2024-01-27,-1442.77,rent,Monthly Rent,-14473.39
USER032,2024-01-27,-130.4,utilities,Phone Bill,-14603.8
USER032,2024-01-27,-118.24,healthcare,Pharmacy,-14722.04
USER032,2024-01-27,-68.72,healthcare,Pharmacy,-14790.76
USER032,2024-01-27,-114.95,healthcare,Doctor Visit,-14905.72
USER032,2024-01-28,-40.43,healthcare,Pharmacy,-14946.15
USER032,2024-01-28,-82.59,shopping,Amazon,-15028.74
USER032,2024-01-29,-87.07,entertainment,Movie Theater,-15115.81
USER032,2024-01-30,-88.11,healthcare,Pharmacy,-15203.92
USER032,2024-01-31,-18.75,entertainment,Spotify,-15222.67
USER032,2024-01-31,-146.57,shopping,Walmart,-15369.24
USER032,2024-01-31,-24.94,gas,Chevron,-15394.18
USER032,2024-01-31,-65.24,utilities,Phone Bill,-15459.42
USER032,2024-01-31,-190.01,utilities,Electric Bill,-15649.43
USER032,2024-02-01,-81.32,healthcare,Doctor Visit,-15730.75
USER032,2024-02-02,-79.04,transport,Car Maintenance,-15809.79
USER032,2024-02-02,-18.5,food,Starbucks,-15828.29
USER032,2024-02-02,-110.03,shopping,Walmart,-15938.32
USER032,2024-02-02,-54.09,gas,BP,-15992.41
USER032,2024-02-02,-1500.95,rent,Monthly Rent,-17493.35
USER032,2024-02-03,-130.57,healthcare,Pharmacy,-17623.93
USER032,2024-02-04,-107.69,entertainment,Movie Theater,-17731.61
USER032,2024-02-04,-52.72,transport,Car Maintenance,-17784.33
USER032,2024-02-04,-38.75,gas,Shell Station,-17823.08
USER032,2024-02-04,-40.57,transport,Parking,-17863.65
USER032,2024-02-05,-130.92,shopping,Walmart,-17994.57
USER032,2024-02-06,-137.39,entertainment,Spotify,-18131.96
USER032,2024-02-06,-91.74,shopping,Amazon,-18223.71
USER032,2024-02-06,-1882.52,rent,Monthly Rent,-20106.23
USER032,2024-02-07,-132.77,entertainment,Netflix,-20239.0
USER032,2024-02-07,-12.78,food,Pizza Hut,-20251.78
USER032,2024-02-08,-125.09,utilities,Electric Bill,-20376.87
USER032,2024-02-08,-1416.31,rent,Monthly Rent,-21793.18
USER032,2024-02-09,-105.47,transport,Parking,-21898.65
USER032,2024-02-09,-148.42,utilities,Phone Bill,-22047.07
USER032,2024-02-09,-26.34,gas,Chevron,-22073.41
USER032,2024-02-09,-126.94,transport,Parking,-22200.35
USER032,2024-02-09,-60.56,entertainment,Spotify,-22260.91
USER032,2024-02-10,-100.98,healthcare,Pharmacy,-22361.89
USER032,2024-02-10,-145.39,transport,Metro Card,-22507.29
USER032,2024-02-10,-64.29,utilities,Electric Bill,-22571.58
USER032,2024-02-11,-72.78,entertainment,Movie Theater,-22644.36
USER032,2024-02-11,-143.12,healthcare,Doctor Visit,-22787.48
USER032,2024-02-11,-36.3,shopping,Target,-22823.77
USER032,2024-02-11,-42.39,food,Pizza Hut,-22866.16
USER032,2024-02-12,-186.54,utilities,Internet,-23052.7
USER032,2024-02-12,-32.8,food,Pizza Hut,-23085.5
USER032,2024-02-12,-16.79,shopping,Amazon,-23102.3
USER032,2024-02-13,-41.96,gas,Exxon,-23144.26
USER032,2024-02-13,-16.97,food,Starbucks,-23161.23
USER032,2024-02-14,-39.78,gas,Chevron,-23201.01
USER032,2024-02-14,-164.99,utilities,Phone Bill,-23366.0
USER032,2024-02-14,-56.83,utilities,Internet,-23422.83
USER032,2024-02-14,-79.37,gas,Exxon,-23502.2
USER032,2024-02-14,-47.33,food,Grocery Store,-23549.53
USER032,2024-02-15,-132.11,healthcare,Doctor Visit,-23681.64
USER032,2024-02-16,-111.73,shopping,Target,-23793.37
USER032,2024-02-16,-140.94,healthcare,Doctor Visit,-23934.31
USER032,2024-02-17,-120.1,transport,Metro Card,-24054.41
USER032,2024-02-18,-195.64,utilities,Electric Bill,-24250.05
USER032,2024-02-19,-27.86,food,Pizza Hut,-24277.91
USER032,2024-02-19,-60.33,entertainment,Netflix,-24338.24
USER032,2024-02-19,-21.64,shopping,Walmart,-24359.88
USER032,2024-02-19,-87.41,transport,Parking,-24447.3
USER032,2024-02-20,-141.71,shopping,Target,-24589.01
USER032,2024-02-20,-74.64,transport,Metro Card,-24663.65
USER032,2024-02-21,-91.31,transport,Metro Card,-24754.96
USER032,2024-02-21,-98.09,utilities,Phone Bill,-24853.05
USER032,2024-02-21,-33.96,food,Starbucks,-24887.0
USER032,2024-02-21,-74.37,utilities,Phone Bill,-24961.37
USER032,2024-02-22,-95.28,shopping,Target,-25056.66
USER032,2024-02-22,-116.47,entertainment,Movie Theater,-25173.13
USER032,2024-02-22,-124.23,transport,Car Maintenance,-25297.36
USER032,2024-02-22,-134.74,transport,Parking,-25432.11
USER032,2024-02-23,-1767.42,rent,Monthly Rent,-27199.53
USER032,2024-02-23,-49.28,entertainment,Spotify,-27248.81
USER032,2024-02-24,-12.71,food,Starbucks,-27261.52
USER032,2024-02-24,-118.29,transport,Car Maintenance,-27379.81
USER032,2024-02-24,-1940.4,rent,Apartment Rent,-29320.2
USER032,2024-02-24,-11.53,food,Grocery Store,-29331.73
USER032,2024-02-24,-71.49,gas,Exxon,-29403.22
USER032,2024-02-25,-80.71,transport,Car Maintenance,-29483.93
USER032,2024-02-25,-1884.42,rent,Apartment Rent,-31368.34
USER032,2024-02-25,-79.08,healthcare,Doctor Visit,-31447.42
USER032,2024-02-25,-140.54,entertainment,Netflix,-31587.96
USER032,2024-02-25,-91.99,healthcare,Doctor Visit,-31679.95
USER032,2024-02-26,-101.71,shopping,Walmart,-31781.66
USER032,2024-02-27,-24.07,shopping,Amazon,-31805.72
USER032,2024-02-27,-52.05,gas,BP,-31857.77
USER032,2024-02-27,-1232.21,rent,Monthly Rent,-33089.98
USER032,2024-02-27,-48.95,healthcare,Pharmacy,-33138.93
USER032,2024-02-27,-49.12,gas,BP,-33188.05
USER032,2024-02-28,-883.25,rent,Monthly Rent,-34071.3
USER032,2024-02-28,-61.3,transport,Parking,-34132.61
USER032,2024-02-28,-1902.34,rent,Apartment Rent,-36034.94
USER032,2024-02-28,-31.15,healthcare,Doctor Visit,-36066.09
USER032,2024-02-28,-127.17,transport,Car Maintenance,-36193.26
USER032,2024-02-29,-73.77,gas,Exxon,-36267.03
USER032,2024-02-29,-67.18,transport,Parking,-36334.22
USER032,2024-02-29,-137.73,entertainment,Netflix,-36471.95
USER032,2024-02-29,-25.0,food,McDonald's,-36496.94
USER032,2024-02-29,-193.96,utilities,Internet,-36690.9
USER032,2024-03-01,-119.86,shopping,Walmart,-36810.76
USER032,2024-03-01,-122.29,shopping,Target,-36933.05
USER032,2024-03-02,-1417.07,rent,Apartment Rent,-38350.12
USER032,2024-03-02,-28.46,gas,BP,-38378.58
USER032,2024-03-03,-62.03,shopping,Walmart,-38440.61
USER032,2024-03-03,-83.87,entertainment,Movie Theater,-38524.48
USER032,2024-03-03,-18.08,food,Pizza Hut,-38542.55
USER032,2024-03-03,-13.37,shopping,Target,-38555.92
USER032,2024-03-04,-43.12,gas,Chevron,-38599.05
USER032,2024-03-04,-47.36,gas,Exxon,-38646.4
USER032,2024-03-05,-78.69,transport,Parking,-38725.1
USER032,2024-03-05,-94.34,shopping,Amazon,-38819.44
USER032,2024-03-05,-42.92,food,McDonald's,-38862.35
USER032,2024-03-05,-26.82,healthcare,Pharmacy,-38889.17
USER032,2024-03-06,-52.8,entertainment,Spotify,-38941.98
USER032,2024-03-06,-59.78,gas,Exxon,-39001.76
USER032,2024-03-06,-14.88,food,Starbucks,-39016.64
USER032,2024-03-06,-111.83,healthcare,Pharmacy,-39128.48
USER032,2024-03-07,-172.11,utilities,Electric Bill,-39300.58
USER032,2024-03-07,-39.95,gas,BP,-39340.53
USER032,2024-03-08,-10.14,food,McDonald's,-39350.67
USER032,2024-03-08,-91.96,utilities,Internet,-39442.62
USER032,2024-03-09,-35.27,entertainment,Netflix,-39477.89
USER032,2024-03-09,-48.14,transport,Car Maintenance,-39526.03
USER032,2024-03-09,-99.07,utilities,Phone Bill,-39625.11
USER032,2024-03-09,-37.41,gas,BP,-39662.52
USER032,2024-03-10,-21.47,gas,Shell Station,-39683.99
USER032,2024-03-11,-47.62,entertainment,Movie Theater,-39731.61
USER032,2024-03-11,-10.03,food,Starbucks,-39741.64
USER032,2024-03-11,-69.18,transport,Parking,-39810.82
USER032,2024-03-11,-34.2,healthcare,Doctor Visit,-39845.02
USER032,2024-03-12,-33.59,food,Grocery Store,-39878.61
USER032,2024-03-12,-1125.52,rent,Monthly Rent,-41004.13
USER032,2024-03-12,-59.75,entertainment,Movie Theater,-41063.88
USER032,2024-03-13,-35.28,gas,Shell Station,-41099.16
USER032,2024-03-13,-17.12,food,McDonald's,-41116.28
USER032,2024-03-13,-36.29,healthcare,Pharmacy,-41152.57
USER032,2024-03-13,-71.79,entertainment,Movie Theater,-41224.36
USER032,2024-03-13,-22.22,shopping,Target,-41246.58
USER032,2024-03-14,-25.38,healthcare,Doctor Visit,-41271.95
USER032,2024-03-14,-165.76,utilities,Phone Bill,-41437.71
USER032,2024-03-14,-13.5,entertainment,Spotify,-41451.21
USER032,2024-03-15,-20.16,food,Starbucks,-41471.37
USER032,2024-03-16,-88.05,shopping,Walmart,-41559.42
USER032,2024-03-16,-127.3,transport,Car Maintenance,-41686.72
USER032,2024-03-17,-19.6,transport,Metro Card,-41706.32
USER032,2024-03-17,-23.8,food,Starbucks,-41730.13
USER032,2024-03-17,-75.12,shopping,Amazon,-41805.24
USER032,2024-03-17,-135.64,transport,Metro Card,-41940.88
USER032,2024-03-18,-31.13,gas,Exxon,-41972.02
USER032,2024-03-18,-28.41,food,Starbucks,-42000.43
USER032,2024-03-18,-59.53,entertainment,Netflix,-42059.96
USER032,2024-03-19,-24.49,transport,Metro Card,-42084.44
USER032,2024-03-20,-112.76,shopping,Amazon,-42197.21
USER032,2024-03-20,-58.03,healthcare,Doctor Visit,-42255.24
USER032,2024-03-21,-42.67,transport,Car Maintenance,-42297.91
USER032,2024-03-21,-192.19,utilities,Electric Bill,-42490.1
USER032,2024-03-21,-114.39,transport,Car Maintenance,-42604.5
USER032,2024-03-21,-1690.86,rent,Monthly Rent,-44295.36
USER032,2024-03-21,-15.59,shopping,Walmart,-44310.95
USER032,2024-03-22,-71.98,shopping,Target,-44382.93
USER032,2024-03-22,-64.94,healthcare,Pharmacy,-44447.87
USER032,2024-03-22,-1735.1,rent,Monthly Rent,-46182.97
USER032,2024-03-22,-59.56,utilities,Internet,-46242.52
USER032,2024-03-23,-9.87,food,Starbucks,-46252.39
USER032,2024-03-23,-58.2,healthcare,Pharmacy,-46310.6
USER032,2024-03-23,-198.58,utilities,Electric Bill,-46509.18
USER032,2024-03-24,-84.8,transport,Metro Card,-46593.97
USER032,2024-03-24,-191.61,utilities,Phone Bill,-46785.58
USER032,2024-03-24,-1089.61,rent,Apartment Rent,-47875.19
USER032,2024-03-24,-122.4,shopping,Walmart,-47997.59
USER032,2024-03-24,-97.5,entertainment,Movie Theater,-48095.09
USER032,2024-03-25,-28.09,food,Pizza Hut,-48123.18
USER032,2024-03-25,-14.88,shopping,Walmart,-48138.07
USER032,2024-03-26,-145.74,utilities,Phone Bill,-48283.8
USER032,2024-03-26,-40.15,entertainment,Spotify,-48323.96
USER032,2024-03-27,-65.3,gas,Chevron,-48389.25
USER032,2024-03-27,-1396.39,rent,Monthly Rent,-49785.65
USER032,2024-03-27,-71.25,shopping,Walmart,-49856.89
USER032,2024-03-28,-36.35,gas,Chevron,-49893.24
USER032,2024-03-28,-122.4,utilities,Electric Bill,-50015.64
USER032,2024-03-28,-114.07,entertainment,Spotify,-50129.71
USER032,2024-03-29,-31.43,gas,Chevron,-50161.14
USER032,2024-03-29,-145.43,entertainment,Movie Theater,-50306.57
USER032,2024-03-29,-63.29,healthcare,Doctor Visit,-50369.85
USER032,2024-03-30,-106.78,shopping,Walmart,-50476.64
USER032,2024-03-30,-60.14,entertainment,Spotify,-50536.78
USER033,2024-01-01,-47.84,food,Pizza Hut,3417.66
USER033,2024-01-01,-103.58,shopping,Walmart,3314.08
USER033,2024-01-01,-40.02,food,McDonald's,3274.06
USER033,2024-01-02,-24.4,gas,Shell Station,3249.65
USER033,2024-01-03,-128.31,shopping,Target,3121.34
USER033,2024-01-03,-1449.56,rent,Monthly Rent,1671.78
USER033,2024-01-03,-29.07,food,McDonald's,1642.71
USER033,2024-01-03,-24.7,food,McDonald's,1618.02
USER033,2024-01-03,-27.77,food,Pizza Hut,1590.25
USER033,2024-01-04,-30.22,food,Pizza Hut,1560.02
USER033,2024-01-04,-57.11,entertainment,Netflix,1502.91
USER033,2024-01-04,-75.65,entertainment,Movie Theater,1427.26
USER033,2024-01-04,-116.75,utilities,Internet,1310.51
USER033,2024-01-05,-59.12,utilities,Internet,1251.39
USER033,2024-01-05,-163.12,utilities,Phone Bill,1088.26
USER033,2024-01-05,-84.51,utilities,Phone Bill,1003.76
USER033,2024-01-05,-45.75,gas,Chevron,958.01
USER033,2024-01-05,-975.87,rent,Apartment Rent,-17.86
USER033,2024-01-06,-48.38,gas,Chevron,-66.25
USER033,2024-01-06,-71.82,transport,Metro Card,-138.07
USER033,2024-01-07,-107.32,shopping,Walmart,-245.38
USER033,2024-01-08,-75.34,utilities,Internet,-320.73
USER033,2024-01-09,-29.14,gas,Chevron,-349.86
USER033,2024-01-09,-195.51,utilities,Internet,-545.37
USER033,2024-01-09,-83.73,utilities,Electric Bill,-629.11
USER033,2024-01-10,-70.48,entertainment,Netflix,-699.58
USER033,2024-01-10,-131.76,healthcare,Doctor Visit,-831.34
USER033,2024-01-11,-41.59,food,McDonald's,-872.94
USER033,2024-01-11,-49.07,transport,Metro Card,-922.01
USER033,2024-01-11,-96.39,shopping,Target,-1018.4
USER033,2024-01-12,-43.44,transport,Metro Card,-1061.84
USER033,2024-01-12,-182.81,utilities,Electric Bill,-1244.65
USER033,2024-01-12,-76.6,healthcare,Doctor Visit,-1321.25
USER033,2024-01-13,-32.7,healthcare,Doctor Visit,-1353.95
USER033,2024-01-13,-121.24,shopping,Amazon,-1475.18
USER033,2024-01-13,-29.14,shopping,Target,-1504.32
USER033,2024-01-13,-11.37,entertainment,Movie Theater,-1515.69
USER033,2024-01-14,-126.02,transport,Parking,-1641.72
USER033,2024-01-14,-21.06,gas,Chevron,-1662.78
USER033,2024-01-14,-57.67,transport,Parking,-1720.46
USER033,2024-01-15,-139.13,healthcare,Pharmacy,-1859.59
USER033,2024-01-15,-86.32,transport,Metro Card,-1945.9
USER033,2024-01-15,-49.35,healthcare,Doctor Visit,-1995.26
USER033,2024-01-15,-1947.4,rent,Apartment Rent,-3942.65
USER033,2024-01-15,-161.39,utilities,Internet,-4104.05
USER033,2024-01-16,-56.53,healthcare,Pharmacy,-4160.57
USER033,2024-01-16,-137.48,transport,Parking,-4298.05
USER033,2024-01-16,-57.45,utilities,Electric Bill,-4355.5
USER033,2024-01-16,-28.1,transport,Parking,-4383.6
USER033,2024-01-17,-65.97,utilities,Internet,-4449.57
USER033,2024-01-17,-1610.08,rent,Monthly Rent,-6059.65
USER033,2024-01-17,-61.13,utilities,Electric Bill,-6120.78
USER033,2024-01-17,-133.78,utilities,Electric Bill,-6254.56
USER033,2024-01-18,-1779.34,rent,Apartment Rent,-8033.91
USER033,2024-01-18,-144.63,entertainment,Movie Theater,-8178.54
USER033,2024-01-18,-990.89,rent,Monthly Rent,-9169.43
USER033,2024-01-18,-1192.76,rent,Apartment Rent,-10362.19
USER033,2024-01-19,-142.82,utilities,Internet,-10505.01
USER033,2024-01-19,-163.44,utilities,Internet,-10668.46
USER033,2024-01-19,-1255.07,rent,Monthly Rent,-11923.53
USER033,2024-01-19,-64.18,transport,Car Maintenance,-11987.71
USER033,2024-01-20,-195.16,utilities,Electric Bill,-12182.87
USER033,2024-01-20,-1766.31,rent,Monthly Rent,-13949.17
USER033,2024-01-20,-116.62,shopping,Walmart,-14065.79
USER033,2024-01-20,-124.28,entertainment,Movie Theater,-14190.07
USER033,2024-01-21,-106.56,transport,Parking,-14296.63
USER033,2024-01-21,-73.32,entertainment,Movie Theater,-14369.95
USER033,2024-01-21,-79.61,healthcare,Pharmacy,-14449.56
USER033,2024-01-21,-116.94,entertainment,Spotify,-14566.5
USER033,2024-01-22,-100.96,entertainment,Movie Theater,-14667.46
USER033,2024-01-22,-168.66,utilities,Internet,-14836.12
USER033,2024-01-22,-31.73,food,McDonald's,-14867.86
USER033,2024-01-22,-39.57,gas,Shell Station,-14907.43
USER033,2024-01-23,-18.26,entertainment,Netflix,-14925.69
USER033,2024-01-23,-149.08,utilities,Phone Bill,-15074.76
USER033,2024-01-23,-105.45,healthcare,Pharmacy,-15180.21
USER033,2024-01-23,-105.01,entertainment,Netflix,-15285.22
USER033,2024-01-24,-108.38,shopping,Walmart,-15393.6
USER033,2024-01-24,-143.44,shopping,Target,-15537.04
USER033,2024-01-24,-37.94,gas,BP,-15574.98
USER033,2024-01-24,-29.35,transport,Car Maintenance,-15604.32
USER033,2024-01-24,-1473.67,rent,Apartment Rent,-17078.0
USER033,2024-01-25,-96.91,shopping,Target,-17174.91
USER033,2024-01-26,-29.52,shopping,Target,-17204.42
USER033,2024-01-27,-92.79,healthcare,Pharmacy,-17297.21
USER033,2024-01-28,-55.77,gas,Exxon,-17352.98
USER033,2024-01-28,-111.94,transport,Car Maintenance,-17464.92
USER033,2024-01-28,-68.26,utilities,Internet,-17533.17
USER033,2024-01-28,-29.35,gas,Exxon,-17562.53
USER033,2024-01-28,-134.19,shopping,Target,-17696.72
USER033,2024-01-29,-103.92,shopping,Amazon,-17800.64
USER033,2024-01-30,-22.83,food,Grocery Store,-17823.48
USER033,2024-01-30,-38.91,gas,Chevron,-17862.39
USER033,2024-01-31,-1101.86,rent,Monthly Rent,-18964.25
USER033,2024-02-01,-20.78,food,Pizza Hut,-18985.02
USER033,2024-02-01,-1318.91,rent,Apartment Rent,-20303.93
USER033,2024-02-01,-133.66,utilities,Internet,-20437.6
USER033,2024-02-01,-94.15,healthcare,Pharmacy,-20531.75
USER033,2024-02-01,-106.65,utilities,Phone Bill,-20638.4
USER033,2024-02-02,-61.77,healthcare,Doctor Visit,-20700.17
USER033,2024-02-02,-9.91,food,McDonald's,-20710.08
USER033,2024-02-02,-16.88,transport,Parking,-20726.96
USER033,2024-02-02,-1607.91,rent,Monthly Rent,-22334.88
USER033,2024-02-03,-48.27,healthcare,Pharmacy,-22383.15
USER033,2024-02-03,-22.82,food,Grocery Store,-22405.97
USER033,2024-02-03,-1116.91,rent,Apartment Rent,-23522.88
USER033,2024-02-03,-26.63,food,McDonald's,-23549.51
USER033,2024-02-04,-102.07,transport,Metro Card,-23651.58
USER033,2024-02-04,-86.14,shopping,Walmart,-23737.72
USER033,2024-02-05,-34.55,gas,Chevron,-23772.27
USER033,2024-02-05,-59.5,transport,Metro Card,-23831.76
USER033,2024-02-05,-6.03,food,Pizza Hut,-23837.79
USER033,2024-02-05,-52.4,transport,Car Maintenance,-23890.19
USER033,2024-02-06,-102.97,entertainment,Netflix,-23993.16
USER033,2024-02-06,-15.22,shopping,Target,-24008.38
USER033,2024-02-07,-134.89,utilities,Phone Bill,-24143.27
USER033,2024-02-07,-180.5,utilities,Electric Bill,-24323.78
USER033,2024-02-07,-30.19,food,Grocery Store,-24353.96
USER033,2024-02-07,-86.47,transport,Car Maintenance,-24440.43
USER033,2024-02-07,-119.68,transport,Parking,-24560.1
USER033,2024-02-08,-76.31,shopping,Amazon,-24636.41
USER033,2024-02-09,-146.25,entertainment,Netflix,-24782.66
USER033,2024-02-09,-41.45,gas,Exxon,-24824.12
USER033,2024-02-09,-136.47,healthcare,Doctor Visit,-24960.58
USER033,2024-02-09,-1700.07,rent,Monthly Rent,-26660.65
USER033,2024-02-09,-33.38,food,Pizza Hut,-26694.04
USER033,2024-02-10,-183.43,utilities,Electric Bill,-26877.46
USER033,2024-02-10,-39.45,transport,Car Maintenance,-26916.92
USER033,2024-02-11,-77.56,healthcare,Pharmacy,-26994.47
USER033,2024-02-11,-33.75,food,Pizza Hut,-27028.22
USER033,2024-02-11,-92.74,entertainment,Netflix,-27120.96
USER033,2024-02-12,-72.62,shopping,Walmart,-27193.58
USER033,2024-02-12,-1390.27,rent,Monthly Rent,-28583.85
USER033,2024-02-12,-61.55,shopping,Walmart,-28645.4
USER033,2024-02-12,-42.83,gas,BP,-28688.23
USER033,2024-02-13,-136.35,entertainment,Spotify,-28824.58
USER033,2024-02-14,-66.1,entertainment,Movie Theater,-28890.68
USER033,2024-02-14,-57.99,gas,Exxon,-28948.67
USER033,2024-02-14,-22.48,transport,Metro Card,-28971.15
USER033,2024-02-15,-13.25,food,Grocery Store,-28984.4
USER033,2024-02-15,-1885.8,rent,Monthly Rent,-30870.2
USER033,2024-02-16,-853.02,rent,Apartment Rent,-31723.22
USER033,2024-02-16,-1881.37,rent,Apartment Rent,-33604.59
USER033,2024-02-17,-33.17,shopping,Target,-33637.76
USER033,2024-02-17,-1175.27,rent,Apartment Rent,-34813.03
USER033,2024-02-17,-67.74,utilities,Electric Bill,-34880.77
USER033,2024-02-17,-1483.06,rent,Monthly Rent,-36363.83
USER033,2024-02-18,-49.32,gas,Exxon,-36413.14
USER033,2024-02-19,-23.52,shopping,Target,-36436.66
USER033,2024-02-19,-126.02,shopping,Walmart,-36562.68
USER033,2024-02-19,-47.0,shopping,Walmart,-36609.68
USER033,2024-02-19,-28.4,gas,BP,-36638.08
USER033,2024-02-19,-70.62,healthcare,Doctor Visit,-36708.7
USER033,2024-02-20,-40.37,gas,Exxon,-36749.07
USER033,2024-02-21,-36.04,gas,Exxon,-36785.12
USER033,2024-02-21,-12.57,transport,Metro Card,-36797.68
USER033,2024-02-22,-126.91,utilities,Internet,-36924.59
USER033,2024-02-22,-1668.89,rent,Apartment Rent,-38593.48
USER033,2024-02-22,-66.49,entertainment,Spotify,-38659.98
USER033,2024-02-23,-27.9,shopping,Amazon,-38687.87
USER033,2024-02-23,-10.52,food,Starbucks,-38698.39
USER033,2024-02-23,-25.66,food,McDonald's,-38724.05
USER033,2024-02-23,-128.04,shopping,Target,-38852.09
USER033,2024-02-23,-1997.48,rent,Apartment Rent,-40849.57
USER033,2024-02-24,-82.9,utilities,Internet,-40932.47
USER033,2024-02-24,-68.79,shopping,Target,-41001.25
USER033,2024-02-24,-175.86,utilities,Internet,-41177.11
USER033,2024-02-25,-14.02,healthcare,Doctor Visit,-41191.13
USER033,2024-02-25,-57.87,entertainment,Movie Theater,-41249.0
USER033,2024-02-25,-108.14,healthcare,Doctor Visit,-41357.14
USER033,2024-02-26,-79.81,entertainment,Netflix,-41436.95
